GENDER;AGE;MEMBER POL. PARTY;INFO: PRESS;INFO: TV RADIO;INFO: POL. MEETING;INFO: PARTY PRESS;INFO: ELECT. PUBLICATION;INFO: CONVERSATION;INFO: NOT INTERESTED;STATE AND MASS MEDIA;RESULT INFLUEN.VOTING;WHICH PARTY LAST ELECT.
Female;62 and more;HSS;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;I did not vote
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;51-61;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;40-50;HDZ;Yes;Yes;Yes;Yes;Yes;Yes;No;The state should have limited influe;No;HDZ
Male;40-50;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;For the independent candidate
Male;18-28 years;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;18-28 years;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;For the independent candidate
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;Yes;Yes;No;The state should not intervene in th;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;For the independent candidate
Female;40-50;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;I did not vote
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Female;40-50;SDP;Yes;Yes;Yes;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;40-50;HDZ;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;Yes;No;No;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;I did not vote
Male;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;29-39;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should not intervene in th;No;HDZ
Male;62 and more;Other party:;No;No;No;No;No;No;Yes;The state should have limited influe;No;HDZ
Male;18-28 years;HDZ;Yes;Yes;Yes;Yes;Yes;Yes;No;The state should not intervene in th;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;Yes;Yes;No;The state should not intervene in th;Yes;I did not vote
Male;51-61;Not a member;Yes;No;No;No;No;No;No;The state should not intervene in th;No;HDZ
Male;29-39;HSP;Yes;Yes;Yes;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Srpska demokratska stranka
Female;29-39;Not a member;Yes;Yes;No;No;Yes;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;I did not vote
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;51-61;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;40-50;HSP;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;HDZ
Male;62 and more;Not a member;No;No;No;No;No;No;No;The state should have limited influe;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;40-50;Other party:;Yes;Yes;No;No;No;Yes;Yes;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;Yes;Yes;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;29-39;HDZ;Yes;Yes;Yes;Yes;Yes;Yes;No;The state should not intervene in th;No;HDZ
Female;40-50;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;51-61;Not a member;No;Yes;No;No;No;No;Yes;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;51-61;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;For the independent candidate
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Socijalisticki savez - Savez socijal
Male;40-50;HKDZ;Yes;Yes;Yes;Yes;Yes;No;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;51-61;Other party:;Yes;Yes;Yes;No;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;62 and more;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;For the independent candidate
Male;62 and more;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Male;51-61;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Female;51-61;Not a member;No;Yes;No;No;No;No;Yes;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;40-50;HDZ;No;No;Yes;No;No;No;No;The state should have limited influe;No;HDZ
Male;18-28 years;HDZ;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Male;29-39;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Male;51-61;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;For the independent candidate
Male;40-50;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Male;40-50;HDZ;Yes;Yes;Yes;Yes;Yes;Yes;No;The state should not intervene in th;No;HDZ
Female;40-50;HKDS;Yes;Yes;Yes;No;No;No;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;40-50;Not a member;No;Yes;No;No;No;Yes;No;The state should have strong influen;No;HDZ
Female;40-50;SSH;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Socijalisticki savez - Savez socijal
Female;29-39;Not a member;Yes;Yes;No;Yes;Yes;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Male;40-50;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;Yes;HDZ
Female;29-39;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;51-61;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;29-39;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;18-28 years;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;NA
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;40-50;Not a member;Yes;Yes;No;No;Yes;No;No;The state should have limited influe;No;For the independent candidate
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;HDZ
Male;29-39;Not a member;Yes;No;No;No;No;No;No;The state should not intervene in th;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have strong influen;No;HDZ
Female;40-50;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;29-39;Not a member;Yes;Yes;No;No;Yes;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;29-39;Not a member;Yes;Yes;Yes;No;No;Yes;No;The state should have limited influe;Yes;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;No;Yes;The state should not intervene in th;No;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;18-28 years;HDZ;No;Yes;No;No;No;No;No;The state should not intervene in th;Yes;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;I did not vote
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HSS
Female;51-61;Not a member;Yes;Yes;Yes;No;No;Yes;No;The state should have limited influe;Yes;HDZ
Male;51-61;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;Yes;HDZ
Male;40-50;Not a member;Yes;Yes;NA;NA;NA;Yes;NA;The state should not intervene in th;Yes;HDZ
Male;51-61;HDZ;Yes;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;Yes;No;No;Yes;No;The state should have limited influe;Yes;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez zelenih Hrvatske  Zelelna akci
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;Yes;The state should not intervene in th;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;Yes;HDZ
Female;40-50;HDZ;Yes;Yes;No;No;No;Yes;No;The state should have strong influen;No;HDZ
Female;29-39;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;51-61;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;40-50;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have strong influen;No;Savez komunista Hrvatske - Stranka d
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;Yes;The state should not intervene in th;No;Socijalisticki savez - Savez socijal
Female;18-28 years;Not a member;Yes;Yes;No;Yes;Yes;Yes;No;The state should not intervene in th;No;I did not vote
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;Yes;HSS
Female;40-50;HKDS;Yes;Yes;Yes;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;29-39;HDZ;Yes;Yes;Yes;Yes;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Male;62 and more;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;29-39;HDZ;Yes;Yes;Yes;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;18-28 years;Not a member;No;Yes;No;No;No;No;Yes;The state should not intervene in th;No;I did not vote
Female;29-39;One of the regional parties;No;Yes;Yes;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Male;29-39;Not a member;Yes;Yes;No;Yes;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Female;51-61;Not a member;NA;Yes;NA;NA;NA;NA;NA;The state should not intervene in th;Yes;Savez komunista Hrvatske - Stranka d
Female;51-61;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;29-39;Not a member;Yes;Yes;Yes;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Male;62 and more;Not a member;No;Yes;No;No;No;Yes;Yes;The state should not intervene in th;No;HDZ
Female;62 and more;One of the regional parties;Yes;Yes;Yes;Yes;No;NA;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;62 and more;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;29-39;HDZ;Yes;Yes;Yes;Yes;Yes;Yes;No;The state should have limited influe;No;HDZ
Female;29-39;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;29-39;Not a member;No;Yes;No;No;Yes;No;Yes;The state should have strong influen;No;NA
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;40-50;Not a member;Yes;Yes;No;No;No;No;Yes;The state should have limited influe;No;Savez zelenih Hrvatske  Zelelna akci
Female;51-61;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;29-39;HDZ;Yes;Yes;No;No;Yes;Yes;No;The state should have limited influe;Yes;HDZ
Male;51-61;Not a member;No;No;No;No;No;No;Yes;The state should have limited influe;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;Yes;Yes;No;The state should not intervene in th;No;I did not vote
Female;29-39;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;18-28 years;Not a member;Yes;Yes;No;Yes;No;No;No;The state should not intervene in th;Yes;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;40-50;One of the regional parties;Yes;Yes;Yes;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;40-50;Not a member;Yes;Yes;No;No;Yes;No;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;40-50;HKDZ;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Female;18-28 years;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;I did not vote
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Female;40-50;Not a member;No;Yes;No;No;No;Yes;Yes;The state should have limited influe;No;HDZ
Female;29-39;Not a member;No;Yes;No;No;No;No;No;The state should not intervene in th;No;Other party:
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Male;29-39;Not a member;No;Yes;No;Yes;No;Yes;No;The state should not intervene in th;No;For the independent candidate
Female;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;Istarski demokratski sabor
Female;40-50;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;51-61;One of the regional parties;Yes;Yes;Yes;No;Yes;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have strong influen;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;18-28 years;SDSH;Yes;Yes;Yes;No;Yes;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;18-28 years;Not a member;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;Yes;The state should have strong influen;No;Koalicija narodnog sporazuma  Hrvats
Female;18-28 years;Not a member;Yes;Yes;No;Yes;Yes;Yes;No;The state should have limited influe;No;Istarski demokratski sabor
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;62 and more;Not a member;No;No;No;No;No;No;Yes;The state should not intervene in th;No;NA
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Other party:
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Other party:
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;51-61;SDP;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;29-39;Not a member;No;Yes;No;No;No;Yes;Yes;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;51-61;HDZ;Yes;Yes;Yes;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;51-61;Not a member;Yes;Yes;Yes;No;No;Yes;No;The state should have limited influe;Yes;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;62 and more;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;62 and more;HDZ;Yes;Yes;Yes;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Female;51-61;SDP;Yes;Yes;Yes;Yes;NA;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;51-61;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Female;62 and more;SSH;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Socijalisticki savez - Savez socijal
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;51-61;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;62 and more;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;51-61;SSH;No;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Socijalisticki savez - Savez socijal
Female;51-61;Not a member;No;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Socijalisticki savez - Savez socijal
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Male;51-61;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Male;51-61;Not a member;No;Yes;No;No;No;Yes;Yes;The state should have limited influe;No;HDZ
Male;62 and more;HDZ;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;40-50;SDP;Yes;Yes;Yes;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Male;62 and more;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Male;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Male;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;Yes;Savez komunista Hrvatske - Stranka d
Male;40-50;Not a member;Yes;Yes;No;Yes;Yes;Yes;No;The state should have limited influe;Yes;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;I did not vote
Male;40-50;Not a member;Yes;Yes;No;No;No;No;No;The state should have limited influe;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;Yes;HDZ
Female;40-50;Not a member;Yes;Yes;Yes;No;Yes;Yes;No;The state should not intervene in th;Yes;Savez komunista Hrvatske - Stranka d
Female;29-39;Not a member;Yes;Yes;Yes;No;Yes;Yes;Yes;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Male;51-61;Not a member;Yes;Yes;No;Yes;Yes;No;No;The state should have limited influe;No;HDZ
Female;62 and more;Not a member;Yes;Yes;No;No;No;Yes;Yes;The state should not intervene in th;Yes;Savez komunista Hrvatske - Stranka d
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;29-39;HDZ;Yes;Yes;No;Yes;Yes;Yes;No;The state should have limited influe;No;HDZ
Male;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;HDZ
Female;51-61;Not a member;No;Yes;No;No;Yes;No;Yes;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Female;51-61;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;29-39;Not a member;NA;Yes;NA;NA;NA;Yes;NA;The state should have limited influe;No;HDZ
Female;40-50;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;Koalicija narodnog sporazuma  Hrvats
Female;51-61;Not a member;NA;Yes;NA;NA;NA;NA;NA;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should have limited influe;No;I did not vote
Female;18-28 years;Not a member;Yes;Yes;No;No;Yes;No;No;The state should not intervene in th;No;I did not vote
Male;40-50;Other party:;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Savez komunista Hrvatske - Stranka d
Male;40-50;HDZ;Yes;Yes;No;No;Yes;Yes;No;The state should not intervene in th;No;HDZ
Male;29-39;Not a member;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
Female;18-28 years;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;40-50;Not a member;NA;Yes;NA;NA;NA;NA;NA;The state should have limited influe;No;HDZ
Female;51-61;Not a member;No;Yes;No;No;No;Yes;No;The state should have limited influe;No;Savez komunista Hrvatske - Stranka d
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;HDZ
Female;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;No;Koalicija narodnog sporazuma  Hrvats
Male;29-39;Not a member;Yes;Yes;No;No;No;Yes;No;The state should not intervene in th;NA;HDZ
Male;40-50;HDZ;Yes;Yes;No;No;No;No;No;The state should not intervene in th;No;HDZ
