GENDER	AGE	MEMBER POL. PARTY	INFO: PRESS	INFO: TV RADIO	INFO: POL. MEETING	INFO: PARTY PRESS	INFO: ELECT. PUBLICATION	INFO: CONVERSATION	INFO: NOT INTERESTED	STATE AND MASS MEDIA	RESULT INFLUEN.VOTING	WHICH PARTY LAST ELECT.
Male	44	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	39	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	50	Not a member	Yes	Yes	No	No	No	No	Yes	The state should have limited influe	No	Savez zelenih Hrvatske  Zelelna akci
Female	61	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	31	HDZ	Yes	Yes	No	No	Yes	Yes	No	The state should have limited influe	Yes	HDZ
Male	57	Not a member	No	No	No	No	No	No	Yes	The state should have limited influe	No	I did not vote
Male	27	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	I did not vote
Female	35	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	49	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	21	Not a member	Yes	Yes	No	Yes	No	No	No	The state should not intervene in th	Yes	I did not vote
Male	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Female	20	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	24	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	40	One of the regional parties	Yes	Yes	Yes	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	41	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	44	Not a member	Yes	Yes	No	No	Yes	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	49	HKDZ	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	21	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	I did not vote
Male	31	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	30	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Female	40	Not a member	No	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	HDZ
Male	31	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	Other party:
Female	44	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	35	Not a member	No	Yes	No	Yes	No	Yes	No	The state should not intervene in th	No	For the independent candidate
Female	36	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Istarski demokratski sabor
Female	49	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	38	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	60	One of the regional parties	Yes	Yes	Yes	No	Yes	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	60	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have strong influen	No	HDZ
Female	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	60	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	22	SDSH	Yes	Yes	Yes	No	Yes	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	26	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	54	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should have strong influen	No	Koalicija narodnog sporazuma  Hrvats
Female	21	Not a member	Yes	Yes	No	Yes	Yes	Yes	No	The state should have limited influe	No	Istarski demokratski sabor
Male	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	68	Not a member	No	No	No	No	No	No	Yes	The state should not intervene in th	No	NA
Male	35	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	26	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Other party:
Male	18	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Other party:
Male	37	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	39	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	29	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	54	SDP	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	35	Not a member	No	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	51	HDZ	Yes	Yes	Yes	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	56	Not a member	Yes	Yes	Yes	No	No	Yes	No	The state should have limited influe	Yes	HDZ
Female	33	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	83	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	47	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	63	HDZ	Yes	Yes	Yes	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	33	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	51	SDP	Yes	Yes	Yes	Yes	NA	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	58	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	59	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	80	SSH	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Socijalisticki savez - Savez socijal
Male	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	52	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	74	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	58	SSH	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Socijalisticki savez - Savez socijal
Female	51	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Female	55	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Socijalisticki savez - Savez socijal
Male	57	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	61	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	54	Not a member	No	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	HDZ
Male	85	HDZ	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	40	SDP	Yes	Yes	Yes	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	80	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	59	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	52	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	41	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	Yes	Savez komunista Hrvatske - Stranka d
Male	42	Not a member	Yes	Yes	No	Yes	Yes	Yes	No	The state should have limited influe	Yes	HDZ
Female	32	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	25	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	41	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Male	34	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	Yes	HDZ
Female	42	Not a member	Yes	Yes	Yes	No	Yes	Yes	No	The state should not intervene in th	Yes	Savez komunista Hrvatske - Stranka d
Male	34	Not a member	Yes	Yes	Yes	No	Yes	Yes	Yes	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	56	Not a member	Yes	Yes	No	Yes	Yes	No	No	The state should have limited influe	No	HDZ
Male	71	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	Yes	Savez komunista Hrvatske - Stranka d
Female	58	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	32	HDZ	Yes	Yes	No	Yes	Yes	Yes	No	The state should have limited influe	No	HDZ
Female	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	51	Not a member	No	Yes	No	No	Yes	No	Yes	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	54	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	37	Not a member	NA	Yes	NA	NA	NA	Yes	NA	The state should have limited influe	No	HDZ
Male	46	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	57	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Female	26	Not a member	Yes	Yes	No	No	Yes	No	No	The state should not intervene in th	No	I did not vote
Male	43	Other party:	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	47	HDZ	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	HDZ
Male	34	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	20	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	42	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Female	54	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	37	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	37	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	29	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	NA	HDZ
Male	42	HDZ	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	41	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Female	25	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	56	SDP	Yes	Yes	Yes	No	No	Yes	No	The state should have strong influen	No	Savez komunista Hrvatske - Stranka d
Female	21	HSLS	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	57	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	HDZ
Male	60	HDZ	Yes	Yes	Yes	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	23	Not a member	Yes	NA	NA	NA	NA	NA	NA	The state should have limited influe	No	I did not vote
Male	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Female	43	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have strong influen	No	HDZ
Female	71	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Male	48	HDZ	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	30	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	57	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Male	48	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HSS
Male	32	HDZ	Yes	Yes	Yes	Yes	No	No	No	The state should have limited influe	No	HDZ
Male	38	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	41	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Male	24	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	HDZ
Male	20	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	Yes	HDZ
Female	39	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	57	HDZ	Yes	Yes	Yes	No	No	No	No	The state should not intervene in th	No	HDZ
Male	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	86	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have strong influen	No	HDZ
Female	40	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	33	Not a member	Yes	Yes	No	Yes	No	Yes	Yes	The state should have limited influe	Yes	HDZ
Female	39	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	NA	I did not vote
Female	59	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Male	53	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	31	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	67	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	44	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Male	38	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Female	18	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	For the independent candidate
Male	24	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	55	Not a member	No	Yes	No	No	No	No	Yes	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	38	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Other party:
Female	37	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	No	Other party:
Male	66	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	50	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have strong influen	Yes	HDZ
Female	34	HDZ	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Female	50	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have strong influen	Yes	HDZ
Male	49	HDZ	Yes	NA	NA	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Female	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	32	HSLS	Yes	NA	NA	NA	NA	NA	NA	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	31	HSLS	Yes	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	35	HSLS	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	35	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	56	HSP	Yes	Yes	Yes	Yes	No	Yes	No	The state should have strong influen	No	Koalicija narodnog sporazuma  Hrvats
Female	25	Not a member	Yes	Yes	No	Yes	NA	Yes	No	The state should not intervene in th	No	I did not vote
Male	48	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Male	23	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	19	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	33	HSP	Yes	Yes	Yes	Yes	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	28	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	35	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	44	SDP	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	81	Not a member	No	Yes	No	No	No	Yes	NA	The state should have limited influe	No	I did not vote
Male	44	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	37	HDZ	Yes	Yes	Yes	Yes	No	Yes	No	The state should not intervene in th	No	HDZ
Female	46	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	34	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	21	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	I did not vote
Female	21	Not a member	Yes	NA	NA	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Female	44	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	34	HDZ	Yes	Yes	Yes	Yes	Yes	Yes	No	The state should have limited influe	No	HDZ
Female	33	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have strong influen	No	HDZ
Male	51	Not a member	NA	NA	NA	NA	NA	NA	NA	The state should have strong influen	No	Savez komunista Hrvatske - Stranka d
Male	18	HKDZ	Yes	Yes	No	Yes	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	22	Not a member	Yes	Yes	No	Yes	Yes	Yes	No	The state should have strong influen	No	I did not vote
Female	50	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	36	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	43	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	Savez komunista Hrvatske - Stranka d
Female	18	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Female	21	Not a member	No	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	I did not vote
Male	24	HDZ	No	Yes	No	No	Yes	Yes	No	The state should have limited influe	No	HDZ
Male	19	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	49	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have strong influen	No	Savez komunista Hrvatske - Stranka d
Male	33	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	42	HKDZ	Yes	Yes	Yes	Yes	Yes	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	36	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	37	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	32	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	I did not vote
Female	40	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	44	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Female	19	Not a member	Yes	Yes	No	Yes	Yes	Yes	No	The state should have limited influe	No	I did not vote
Male	26	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	Yes	HDZ
Female	40	Not a member	Yes	NA	NA	NA	NA	NA	NA	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	33	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	I did not vote
Female	31	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	I did not vote
Male	42	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have strong influen	No	I did not vote
Female	21	Not a member	Yes	Yes	No	Yes	NA	Yes	No	The state should not intervene in th	No	I did not vote
Male	23	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Female	43	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	35	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	56	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	Yes	HDZ
Female	29	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	34	HDZ	Yes	Yes	Yes	Yes	No	Yes	No	The state should have limited influe	No	HDZ
Female	90	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	55	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	20	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Female	54	Not a member	Yes	Yes	No	Yes	No	Yes	NA	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	37	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	32	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	Socijalisticki savez - Savez socijal
Female	58	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	52	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	61	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	67	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	49	Not a member	Yes	Yes	Yes	Yes	Yes	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	I did not vote
Female	24	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	26	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	23	Not a member	No	Yes	No	No	No	No	Yes	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	30	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	46	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	33	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	24	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	42	Not a member	Yes	No	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	49	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	45	Not a member	No	Yes	No	No	No	Yes	No	The state should have strong influen	No	HDZ
Male	32	Not a member	Yes	Yes	No	No	No	No	Yes	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	28	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	Yes	HDZ
Male	42	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	27	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Male	26	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	34	Not a member	Yes	Yes	No	No	No	NA	No	The state should not intervene in th	No	HDZ
Male	21	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	42	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	38	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	25	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	51	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	42	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	77	Other party:	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	38	Other party:	Yes	Yes	Yes	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	37	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	26	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Male	19	Not a member	No	Yes	No	No	No	No	Yes	The state should not intervene in th	No	I did not vote
Male	41	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	Koalicija narodnog sporazuma  Hrvats
Male	28	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	21	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	41	Other party:	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	62	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have strong influen	Yes	HDZ
Female	52	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	52	Not a member	No	Yes	No	No	No	No	Yes	The state should not intervene in th	No	HDZ
Female	24	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	38	HSLS	Yes	Yes	Yes	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	46	Not a member	No	No	Yes	Yes	No	No	Yes	The state should have limited influe	No	HDZ
Male	37	Other party:	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
